Time,Angle,Output,RPM
0.252274751663208,358.02,-135.0,0.0
0.5415151119232178,357.93,-135.0,0.0
1.0418980121612549,358.02,-135.0,0.0
1.5450267791748047,357.93,-135.0,0.0
2.044395685195923,357.84,-135.0,0.0
2.549312114715576,358.02,-135.0,0.0
3.0480921268463135,357.93,-125.0,0.0
3.5543432235717773,357.93,-125.0,0.0
4.055875062942505,357.84,-125.0,0.0
4.555108547210693,357.49,-125.0,0.0
5.060335159301758,357.14,-125.0,0.0
5.5622429847717285,357.49,-125.0,0.0
6.063869953155518,358.1,-115.0,0.0
6.5660645961761475,358.81,-115.0,0.0
7.067831516265869,358.72,-115.0,2.16
7.567884206771851,359.86,-115.0,0.0
8.069329977035522,359.95,-115.0,2.16
8.574130296707153,0.18,-115.0,0.0
9.073522090911865,359.34,-105.0,0.0
9.576780557632446,359.95,-105.0,0.0
10.080482959747314,358.72,-105.0,0.0
