Time,Angle,Output,RPM
0.31844019889831543,0.0,-85.0,121.19
0.819582462310791,0.0,-85.0,177.45
1.3219032287597656,0.0,-95.0,222.9
1.8214330673217773,0.0,-95.0,270.51
2.3261022567749023,0.0,-95.0,315.96
2.8279755115509033,0.0,-95.0,352.75
3.3262650966644287,0.0,-95.0,378.71
3.829963445663452,0.0,-95.0,398.19
4.328463554382324,0.0,-105.0,417.67
4.831862211227417,0.0,-105.0,441.47
5.331236839294434,0.0,-105.0,463.11
5.834265232086182,0.0,-105.0,478.26
6.3369529247283936,0.0,-105.0,493.41
6.83612060546875,0.0,-105.0,504.23
7.3386452198028564,0.0,-115.0,515.05
7.841403007507324,0.0,-115.0,528.04
8.34352159500122,0.0,-115.0,543.18
8.84590196609497,0.0,-115.0,556.17
9.346994876861572,0.0,-115.0,562.66
9.848943710327148,0.0,-115.0,571.32
10.352339506149292,0.0,-125.0,573.48
10.85440993309021,0.0,-125.0,586.47
11.356229066848755,0.0,-125.0,595.12
11.853946447372437,0.0,-125.0,601.61
12.35763168334961,0.0,-125.0,605.94
12.858201026916504,0.0,-125.0,610.27
13.359331369400024,0.0,-135.0,610.27
13.857974529266357,0.0,-135.0,618.93
14.361851692199707,0.0,-135.0,627.58
14.862891674041748,0.0,-135.0,629.75
15.363077402114868,0.0,-135.0,638.4
15.86501169204712,0.0,-135.0,640.57
16.367734909057617,0.0,-145.0,644.9
16.86731195449829,0.0,-145.0,651.39
17.370179891586304,0.0,-145.0,660.04
17.873313188552856,0.0,-145.0,666.54
18.373759508132935,0.0,-145.0,670.86
18.874075889587402,0.0,-145.0,670.86
19.37769389152527,0.0,-155.0,677.36
19.875837564468384,0.0,-155.0,683.85
20.380987882614136,0.0,-155.0,690.34
