Time,Angle,Output,RPM
0.2326514720916748,0.0,135.0,688.18
0.7340788841247559,0.0,135.0,686.01
1.2350080013275146,0.0,135.0,683.85
1.7363481521606445,0.0,125.0,681.69
2.235556125640869,0.0,125.0,673.03
2.7391459941864014,0.0,125.0,666.54
3.240255117416382,0.0,125.0,662.21
3.741405963897705,0.0,125.0,660.04
4.243924856185913,0.0,125.0,653.55
4.746572732925415,0.0,115.0,653.55
5.247818470001221,0.0,115.0,642.73
5.747812032699585,0.0,115.0,634.08
6.248308420181274,0.0,115.0,629.75
6.7485432624816895,0.0,115.0,623.25
7.248922824859619,0.0,115.0,621.09
7.752872467041016,0.0,105.0,616.76
8.253723382949829,0.0,105.0,608.11
8.752212762832642,0.0,105.0,599.45
9.253602743148804,0.0,105.0,592.96
9.755272388458252,0.0,105.0,586.47
10.25620985031128,0.0,105.0,579.97
10.75657606124878,0.0,95.0,577.81
11.261911869049072,0.0,95.0,566.99
11.760298728942871,0.0,95.0,556.17
12.263015031814575,0.0,95.0,549.68
12.766295194625854,0.0,95.0,545.35
13.268426418304443,0.0,95.0,543.18
13.76991081237793,0.0,85.0,538.86
14.268740892410278,0.0,85.0,530.2
14.773632764816284,0.0,85.0,521.54
15.273569822311401,0.0,85.0,510.72
15.775535821914673,0.0,85.0,506.39
16.279111623764038,0.0,85.0,497.74
16.778427839279175,0.0,75.0,493.41
17.279881715774536,0.0,75.0,480.43
17.782227516174316,0.0,75.0,467.44
18.28147602081299,0.0,75.0,456.62
18.78445029258728,0.0,75.0,445.8
19.284827709197998,0.0,75.0,439.31
19.786369562149048,0.0,65.0,430.65
20.286600828170776,0.0,65.0,417.67
20.789877891540527,0.0,65.0,402.52
21.291642427444458,0.0,65.0,389.53
21.793081045150757,0.0,65.0,376.55
22.295400142669678,0.0,65.0,365.73
22.79527258872986,0.0,55.0,352.75
23.296095371246338,0.0,55.0,337.6
23.79577350616455,0.0,55.0,320.28
24.297850370407104,0.0,55.0,305.14
24.799389362335205,0.0,55.0,292.15
25.30347466468811,0.0,55.0,277.0
25.802648067474365,0.0,45.0,268.35
26.303616523742676,0.0,45.0,244.54
26.808544635772705,0.0,45.0,227.23
27.308599948883057,0.0,45.0,207.75
27.80966067314148,0.0,45.0,190.44
28.31488299369812,0.0,45.0,175.29
28.815757989883423,0.0,35.0,160.14
29.31734871864319,0.0,35.0,134.17
29.816614389419556,0.0,35.0,112.53
30.320323944091797,0.0,35.0,90.89
